District,Year,Week,Week_Start_Date,Week_End_Date,Number_of_Cases,is_imputed,is_reporting_anomaly,rain_sum (mm),precipitation_sum (mm),relative_humidity_2m_mean (%),relative_humidity_2m_max (%),relative_humidity_2m_min (%),temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_mean (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),temperature_2m_mean (°C),weather_code (wmo code),climate_data_source,Estimated_Population,Source_Type,cases_per_100k
Ampara,2007,10,2007-03-03,2007-03-09,0.0,False,False,0.0,0.0,74.71428571428571,91.0,58.57142857142857,29.342857142857145,21.957142857142856,28.942857142857143,33.785714285714285,25.17142857142857,25.6,3.0,observed,623763,interpolated,0.0
Ampara,2007,11,2007-03-10,2007-03-16,0.0,False,False,15.1,15.1,81.0,93.42857142857144,66.57142857142857,29.2,23.1,30.142857142857142,34.385714285714286,27.385714285714283,25.942857142857143,51.0,observed,623763,interpolated,0.0
Ampara,2007,12,2007-03-17,2007-03-23,0.0,False,False,1.1,1.1,74.28571428571429,94.57142857142856,52.142857142857146,30.25714285714286,21.87142857142857,29.485714285714288,35.05714285714286,25.52857142857143,25.857142857142858,3.0,observed,623763,interpolated,0.0
Ampara,2007,13,2007-03-24,2007-03-30,0.0,False,False,0.0,0.0,72.71428571428571,93.0,50.285714285714285,31.25714285714286,22.214285714285715,30.385714285714283,36.54285714285714,25.81428571428572,26.514285714285712,2.0,observed,623763,interpolated,0.0
Ampara,2007,14,2007-03-31,2007-04-06,0.0,False,False,23.8,23.8,80.57142857142857,93.71428571428572,63.85714285714285,30.67142857142857,24.31428571428572,32.114285714285714,36.48571428571429,29.32857142857143,27.12857142857143,51.0,observed,623763,interpolated,0.0
Ampara,2007,15,2007-04-07,2007-04-13,0.0,False,False,133.0,133.0,91.14285714285714,96.14285714285714,82.0,27.7,24.1,30.228571428571428,32.74285714285714,28.571428571428573,25.32857142857143,63.0,observed,623763,interpolated,0.0
Ampara,2007,16,2007-04-14,2007-04-20,0.0,False,False,15.0,15.0,83.28571428571429,94.28571428571428,67.85714285714286,30.25714285714286,24.571428571428573,32.528571428571425,36.8,29.557142857142857,27.11428571428572,51.0,observed,623763,interpolated,0.0
Ampara,2007,17,2007-04-21,2007-04-27,0.0,False,False,24.9,24.9,83.42857142857143,94.42857142857144,66.57142857142857,31.0,24.914285714285715,32.91428571428572,38.32857142857143,30.085714285714285,27.3,53.0,observed,623763,interpolated,0.0
Ampara,2007,18,2007-04-28,2007-05-04,0.0,False,False,27.5,27.5,82.71428571428571,95.0,65.42857142857143,31.67142857142857,25.214285714285715,33.75714285714286,39.385714285714286,30.74285714285714,27.81428571428572,3.0,observed,623763,interpolated,0.0
Ampara,2007,19,2007-05-05,2007-05-11,0.0,False,False,25.6,25.6,83.71428571428571,94.71428571428572,67.57142857142857,32.114285714285714,25.914285714285715,34.628571428571426,40.02857142857143,31.385714285714283,28.428571428571427,63.0,observed,623763,interpolated,0.0
Ampara,2007,20,2007-05-12,2007-05-18,0.0,False,False,0.0,0.0,73.85714285714286,90.85714285714286,53.42857142857143,33.714285714285715,25.24285714285714,33.94285714285714,39.71428571428572,29.571428571428573,29.1,3.0,observed,623763,interpolated,0.0
Ampara,2007,21,2007-05-19,2007-05-25,0.0,False,False,11.7,11.7,76.14285714285714,87.14285714285714,60.285714285714285,32.9,26.17142857142857,33.871428571428574,39.52857142857143,30.414285714285715,28.914285714285715,53.0,observed,623763,interpolated,0.0
Ampara,2007,22,2007-05-26,2007-06-01,0.0,False,False,13.6,13.6,77.42857142857143,92.28571428571428,59.71428571428572,32.55714285714286,25.65714285714285,34.58571428571428,39.871428571428574,31.142857142857142,28.77142857142857,51.0,observed,623763,interpolated,0.0
Ampara,2007,23,2007-06-02,2007-06-08,1.0,False,False,25.7,25.7,78.85714285714286,91.57142857142856,61.42857142857143,32.542857142857144,26.11428571428572,34.471428571428575,39.98571428571428,31.642857142857142,28.65714285714285,63.0,observed,623763,interpolated,0.1603173000001603
Ampara,2007,24,2007-06-09,2007-06-15,1.0,False,False,24.6,24.6,81.0,91.57142857142856,66.0,31.357142857142858,25.81428571428572,33.614285714285714,37.82857142857143,30.714285714285715,28.0,61.0,observed,623763,interpolated,0.1603173000001603
Ampara,2007,25,2007-06-16,2007-06-22,1.0,False,False,10.5,10.5,77.0,88.14285714285714,61.42857142857143,30.842857142857145,25.6,32.128571428571426,35.471428571428575,29.82857142857143,27.74285714285714,3.0,observed,623763,interpolated,0.1603173000001603
Ampara,2007,26,2007-06-23,2007-06-29,0.0,False,False,30.4,30.4,79.42857142857143,91.42857142857144,60.85714285714285,32.214285714285715,25.62857142857143,33.2,38.31428571428571,30.31428571428572,28.15714285714285,61.0,observed,623763,interpolated,0.0
Ampara,2007,27,2007-06-30,2007-07-06,0.0,False,False,10.8,10.8,72.42857142857143,86.42857142857143,53.57142857142857,33.142857142857146,25.728571428571428,32.91428571428572,38.18571428571429,29.642857142857142,28.8,3.0,observed,623763,interpolated,0.0
Ampara,2007,28,2007-07-07,2007-07-13,0.0,False,False,4.8,4.8,69.14285714285714,86.57142857142857,48.85714285714285,33.92857142857143,25.285714285714285,33.042857142857144,39.41428571428571,29.014285714285712,28.957142857142856,3.0,observed,623763,interpolated,0.0
Ampara,2007,29,2007-07-14,2007-07-20,0.0,False,False,10.0,10.0,73.0,87.28571428571429,54.71428571428572,32.9,25.61428571428572,33.285714285714285,38.62857142857143,30.02857142857143,28.542857142857144,61.0,observed,623763,interpolated,0.0
Ampara,2007,30,2007-07-21,2007-07-27,0.0,False,False,24.7,24.7,80.85714285714286,93.14285714285714,62.85714285714285,30.74285714285714,24.8,32.74285714285714,36.98571428571428,29.885714285714283,27.3,53.0,observed,623763,interpolated,0.0
